title,average_score,num_scores
Goddess Of Marriage,6.209090909090909,55
Badges Of Fury,6.206896551724138,29
I am Happy,6.201923076923077,52
POV ~Norowareta Film~,6.189655172413793,29
Flying Boys,6.17741935483871,31
Hwapyeong Princess's Weight Loss,6.161654135338346,133
Apartment 1303,6.159090909090909,44
Forbidden Love,6.154320987654321,81
Chance!,6.151515151515151,33
River of Murder,6.148148148148148,27
Come Rain Come Shine,6.14,75
The Influence,6.134615384615385,26
The Whirlwind Girl 2,6.129032258064516,31
Prince + Princess 2,6.129032258064516,31
Boysitter,6.123076923076923,65
Handsome Suit,6.115384615384615,39
You Are More Than Beautiful ,6.111111111111111,27
Thousand Years of Love,6.1063829787234045,47
Love or Bread,6.105263157894737,95
Exhibition of Fireworks,6.103260869565218,92
Shima Shima,6.094594594594595,37
Girlfriends,6.083333333333333,36
Crazy Love,6.083333333333333,30
Vampire Heaven,6.078260869565217,115
Machine Girl,6.078125,32
Melody of Love,6.066666666666666,45
Let's Go to The Beach,6.064516129032258,31
Acoustic,6.0606060606060606,132
Anna-san no Omame,6.0588235294117645,34
Love at Seventh Sight,6.057142857142857,35
Su-ki-da,6.055555555555555,27
Sukitomo,6.052238805970149,67
Acacia,6.05,40
Kimi no Yubisaki,6.05,30
The Wig,6.046511627906977,43
Vampire Stories Brothers,6.041666666666667,36
Immutable Law of First Love,6.0375,40
TEIOH,6.033333333333333,30
Princess Princess D,6.033333333333333,105
Soul Special,6.03125,32
Disney High School Musical: China,6.030487804878049,82
My Wife Got Married,6.020833333333333,48
In My End Is My Beginning,6.015625,32
Ouija Board,6.012195121951219,41
Dance Drill,6.0,29
Shrill Cries of Summer,5.991228070175438,57
Cellular Girlfriend,5.9743589743589745,39
Houkago,5.9655172413793105,29
Yoga Hakwon,5.962962962962963,27
Arch Angels,5.961538461538462,26
Spiral,5.951219512195122,41
For Love's Sake,5.948979591836735,49
My Pretend Girlfriend,5.919117647058823,68
Muscle Girl,5.918367346938775,147
Don't Laugh at My Romance,5.89,50
Rules of Dating,5.882352941176471,51
Delicious Love,5.875,36
Crush and Blush,5.86734693877551,49
Yuriko's Aroma,5.865384615384615,26
Passionate Love,5.863636363636363,44
Cheaters,5.8604651162790695,43
Wet Dreams,5.857142857142857,28
Innocent Lilies ,5.833333333333333,66
Mr. Wacky,5.807017543859649,57
100 Scene no Koi,5.793103448275862,87
In Love With A Rich Girl,5.785714285714286,28
Shaken Baby!,5.776785714285714,56
Triple,5.76,75
Dasepo Naughty Girls,5.755813953488372,43
Love Lesson,5.71,50
Sweet Sex and Love,5.67,50
The First Time,5.666666666666667,27
Nana and Kaoru,5.586206896551724,29
Style,5.537313432835821,67
Install,5.517241379310345,29
Love Song in August,5.5,32
Boku to Kanojo no XXX,5.482758620689655,87
Boys Este,5.421875,32
Aquarian Age,5.112903225806452,31
Investigator Alice,4.888888888888889,27
